hindi,english
आप एक राजा के लिए खोज रहे हैं. ,You are searching for a king.
~ a को एक ईंट का पंजा पर ले जाएँ,Move ~ a onto the five of diamonds.
ऐसे सहेजें... (_ A) ,Save _ As...
जेनेरिक प्रोजेक्ट,A generic project
% s अपशिष्ट पर,% s on waste
खाली खाँचा में कुछ ले जाने के बारे में विचार करें,Consider moving something into an empty slot
खाली अस्थायी खाँचा पर पत्ता ले जाएँ,Move a card to an empty temporary slot
पूरी लाइन फेंटें,Deal a row
किंग ऑडियंस,Kings Audience
Acard symbol,A
लपेट,Plait
एस्लेरियाट के लिये सहायता देखें,View help for Aisleriot
परियोजना में जोड़ें,Add to Project
स्थिति पट्टी (_ S) ,_ Statusbar
सीमांत रंगः,Border color:
व्यू को पूर्वनिर्धारित जैसा तैयार करें,Reload Session Defaults
एक चव्वा को आप ढूंढ रहे हैं. ,You are searching for a four.
चिड़ी का नहला,nine of clubs
एक नया प्रोजेक्ट बनाएं,Auto generate Project
हाल में खेले खेल के नाम,Recently played games
वर्तमान विन्यास अति प्राकृतिक रूप से ताश के रंग के योग्य हो इस हेतु ध्येय कीजिए. ,Aim to place the suits in the order which fits the current layout most naturally.
ताश बांटना बाकीः ~ a,Redeals left: ~ a
स्वचालित,Autoplay
लाल पान की पंजा के बगल में लाल पान के चव्वा को रखें. ,Place the five of hearts next to the four of hearts.
वर्णन,Description
~ a को लाल जोकर पर ले जाएँ. ,Move ~ a onto the red joker.
दोषमुक्त करें,DEBUG
चिड़ी का दहला,the ten of clubs
कोई संकेत उपलब्ध नहीं है,No hint available.
हाइलाइट अवधिः,Highlight duration:
सिस्टम मेनू,Sysm Read
शिफ्ट,Shift
खेलने के लिये खेल चुनें,Select the game type to play
हिब्रू दृश्य,Hebrew Visual
चिड़ी का इक्का,ace of clubs
#-#-#-#-#gtk +. gtk-2-2. hi. po (gtk22 VERSION) #-#-#-#-#व = द्धि (ऊंचाई) #-#-#-#-#libgnomecanvas. HEAD. hi. po (PACKAGE VERSION) #-#-#-#-#बढ़ाए,Restore
पिछली क्रिया रद्द करें,Undo the last action
प्रोजेक्ट साफ करें (_ C) ,Recent Projects
एक पत्ते बांट,Single card deals
अधिसूचना,Notification
मेक्रोज़,Macros
ईंट का इक्का,the ace of diamonds
जारी रखें (_ C) ,_ Continue
निर्देशिका बिल्ड करेंः,Build Directory:
विंडो की ऊँचाई,Window height
प्रवाहित करनेयोग्य विषयवस्तु,St _ reamable Content
लाल पान की दहला के बगल में लाल पान के नहला को रखें. ,Place the ten of hearts next to the nine of hearts.
सभी बदलें,Replace All
Generic C + + ,Generic C + +
वस्तु,Item
ढूंढें (_ F)... ,_ Find...
4number,4
पुष्टिकरण,Confirmation
Helgrind,Helgrind
विएतनामी,Vietnamese
शीर्षकः,Title:
हुकुम का इक्का,the ace of spades
~ a को ~ a के बगल में रखें. ,Place the ~ a next to ~ a.
ब्रिस्टल,Bristol
डायरेक्ट्री,Directory
गुणधर्म,Property
~ a को एक खाली बढ़त स्लॉट में ले जाएँ. ,Move ~ a onto an empty edge slot.
उपज,Yield
निरीक्षण हटाओ,Remove Watch
विडजेट,WIDGET
पिछला ध्वनि पथ,Previous Help
यूनानी,Greek
~ a को अज्ञात पत्ता से बाहर ले जाएँ,Move ~ a onto the unknown card.
लोड किया,Loaded
खेल फ़ाइल उपयोग में,The game file to use
जेनेरिक Xlib प्रोजेक्ट,A generic Xlib project
स्थान,Location
पथः,Path:
स्वतः पूर्ण (_ A) ,_ AutoComplete
लोड किया सत्र... ,Loaded Session...
कुछ,something
अंजुता के लिए टर्मिनल प्लगिन,Terminal Plugin for Anjuta.
चुनाव को हटाएं (C _) ,C _ lear Selection
विशेषताएँ,Project options
<dead> ,< dead >
एक पंजा को आप ढूंढ रहे हैं. ,You are searching for a five.
ओडेसा एक बढ़िया खेल है. सच में. ,Odessa is a better game. Really.
हटाएं,Delete
सक्रिय प्लगिन,Activated plugins
केमेलॉट,Camelot
बतौर रूट संस्थापित करेंः,Install as root:
विकल्प,Class Function Prefix:
लाल पान का अट्ठा,eight of hearts
शिशु,Children
पूर्व संदेश (_ P) ,Previous Commit Messages:
एक्सेरसाइसर आपके डेस्कटोप में मौजूद अनुप्रयोग नहीं देख पाया। इस समस्या के समाधान के लिए आपको डेस्कटोप पहुंचनीयता को सक्रिय करना होगा। क्या आप इसे सक्रिय करना चाहते हैं? ,Accerciser could not see the applications on your desktop. You must enable desktop accessibility to fix this problem. Do you want to enable it now?
सहेजें,Save
ईंट का नहला,the nine of diamonds
रुक गया,Stopped
जिप्सी,Gypsy
सबवर्सन,Subversion
अभी सक्रिय प्लगिन,Currently activated plugins
बिल्ड निर्देशिका चुनें,Select a build directory
अपरिचित प्रारंभ विकल्पः% d,Unrecognized launch option:% d
सत्ता मिटाएँ,Remove the sevens
फिर बांटें,Redeal.
#-#-#-#-#balsa. HEAD. hi. po (Balsa 2. x) #-#-#-#-#पासवर्ड #-#-#-#-#eel. HEAD. hi. po (eel VERSION) #-#-#-#-#पासवर्डः (_ P) #-#-#-#-#file-roller. gnome-2-2. hi. po (File Roller hindi) #-#-#-#-#गुपत अक्षर (_ P): ,Pass:
ब्राउज,Arrows
मूलभूत प्रोजेक्ट निर्देशिकाः,Default project directory:
नमूना फाइल आपरेशन,Shared library operations
सभी मिलानों को बदलें,Clear all stashes
वाक्य रचना हाइलाइटिंग निष्क्रिय करें,Disable syntax highlighting
इंडेन्टेशन की पिक्सेल संख्या,Enable smart indentation
बनाएँ,Create
पैच प्लगिन,Patch Plugin
छापा जा रहा है,Printing
विंडो चौड़ाई,Window width
नया प्रोजेक्ट बनाएं,_ Start of Block
रिपोर्ट करें (_ R) ,_ Report
~ a को एक खाली बाएं स्लॉट में ले जाएँ. ,Move ~ a onto an empty left slot.
Anjuta स्थिति,Anjuta Manual
चिड़ी का इक्का,the ace of clubs
वर्णन,Description
चिड़ी का छक्का,the six of clubs
एलीवेटर,Eliminator
शॉर्टकट,Shortcut
दस्तावेज़,Documents
सहेज रहे हैं,Saving
ध्वनि (_ S) ,_ Sound
चिड़ी का पंजा,the five of clubs
एलीवेटर,Elevator
वर्तमान फाइल को प्रिंट करें,Print preview of the current file
संपादन (_ E) ,_ Edit
% s का कोई नाम या विवरण नहीं,% s has no name or description
शिफ्ट,Shift
विस्तारः,Extents:
टूटते तारे,Falling Stars
एक बेगम को आप ढूंढ रहे हैं. ,You are searching for a queen.
निचला पटल,Bottom panel
#-#-#-#-#gedit. gnome-2-2. hi. po (gedit VERSION) #-#-#-#-#इसी स्ट्रिंग को पुनः खोजें #-#-#-#-#libgnomeui. HEAD. hi. po (libgnomeui HEAD) #-#-#-#-#वही स्ट्रिंग को पुन खोजें,Advanced Search And Replace
खेल चुनें... (_ S) ,_ Select Game…
मुख्य खेलः,Main game:
लाल पान का दहला,the ten of hearts
मैक्रो प्लगिन,Macro Plugin
प्रोजेक्ट (_ P) ,_ Project
ईंट की बेगम के बगल में ईंट के वादशाह को रखें. ,Place the king of diamonds next to the queen of diamonds.
खाली खाँचा पर कुछ रखें,Place something on empty slot
ओफसेट,Offset
प्रोजेक्ट,Project Type:
मोड्यूल,Module
साकेट,Docked
वरीय प्लगिन,Preferred plugins
सभी चुनें (_ A) ,Select file
प्रोग्राम चुनें,Select Program
प्रोजेक्ट नाम,project name
आधार से पत्तों को नीचे की ले जाने की कोशिश करें,Try moving cards down from the foundation
~ a को एक हुकुम की तिक्की पर ले जाएँ,Move ~ a onto the three of spades.
जायंट,Giant
% s मुफ़्त सॉफ़्टवेयर है; इसे आप मुफ़्त सॉफ़्टवेयर फाउण्डेशन द्वारा प्रकाशित ग्नू जनरल पब्लिक लाइसेंस के तहत वितरित कर सकते हैं या परिवर्धित कर सकते हैं; लाइसेंस के% d संस्करण या इसके (अपने विकल्प अनुसार) बाद के संस्करण के तहत. ,"% s is free software; you can redistribute it and / or modify it under the terms of the GNU General Public License as published by the Free Software Foundation; either version% d of the License, or (at your option) any later version."
नमूना क्रिया,SymbolDb menu actions
रंग,Colour
ईंट का बादशाह हटाएँ. ,Remove the eight of diamonds.
लाल पान का सत्ता,the seven of hearts
रंग,Col
(कोई विवरण नहीं) ,(no description)
एस्लेरियॉट सॉलिटेयर,AisleRiot Solitaire
भिन्न प्रकार खेल खेलें,Play a different game
कुंजी,Key
मेमोरीजांच,Memcheck
~ a को चिड़ी का अट्ठा पर ले जाएँ,Move ~ a onto the eight of clubs.
श्रेणी,Category:
फ़ॉन्ट,Font size
नया खेल (_ N) ,_ New Game
जिप्सी,Gypsy
जेनेरिक Xlib प्रोजेक्ट,A generic Xlib project
"नाम (x, y) ","name (x, y)"
एक फाइल प्रविष्ट करें,Insert a file header
#-#-#-#-#gtk +. gtk-2-2. hi. po (gtk22 VERSION) #-#-#-#-#मोड (रूप) #-#-#-#-#libgnomeui. HEAD. hi. po (libgnomeui HEAD) #-#-#-#-#मोड,Mode:
ताश थीमः,Card themes:
लड़ी,Thread
विघटित लायब्रेरी,Show shared libraries mappings
औजार,Tool
ग्लेड फाइल,Glade File
समायोजन,Entering:% s
विरोधी,Conflicted
CVS changeLog,ChangeLog entry
#-#-#-#-#gedit. gnome-2-2. hi. po (gedit VERSION) #-#-#-#-#काटें #-#-#-#-#gnome-utils. gnome-2-2. hi. po (gnome-utils 2.0) #-#-#-#-#काटो #-#-#-#-#gtkhtml. HEAD. hi. po (GtkHTML 2. x) #-#-#-#-#काटो,_ About
परियोजना नामः,Package name:
काटें (_ u) ,C _ ut
~ a को लाल पान की तिक्की पर घुमाएँ. ,Move ~ a onto the three of hearts.
लाल पान का अट्ठा,eight of hearts
रेखांकित,Underlined
ब्रेकपाइंट को समायोजित करें,Enable a breakpoint
फ्रीसेल सॉलिटेयर,FreeCell Solitaire
विषय प्रकार,Content type
अल्फा,Alpha
पथ,Path
ईंट का अट्ठा,eight of diamonds
डेस्कटोप,Des _ ktop
ईंट का छक्का,six of diamonds
विकल्प,CVS Options
समायोजन,Setting
फिर बांटने के लिये किसी कार्ड को दो बार क्लिक करें,Double click any card to redeal.
~ a को एक लाल पान का अट्ठा पर ले जाएँ,Move ~ a onto the eight of hearts.
अपने अनुप्रयोग को पहुंचनीयता व्यायाम का लाभ दें,Give your application an accessibility workout
हाइपरपाठ,H _ ypertext
निम्न,Low
पंक्ति ~ a में श्रृंखला में जोड़ें. ,Add to the sequence in row ~ a.
देखें (_ V) ,_ View
ईंट का अट्ठा,eight of diamonds
चिड़ी की बेगम,the queen of clubs
आक्टेल अनुमतियां,No read permission for:% s
हुकुम का सत्ता,seven of spades
फाइल,_ while
स्थितिः,Position type
पथः,Path:
हुकुम का छक्का,six of spades
रंग-पट्टिका,Palette
नाम बदलें (_ R) ,_ Rename
सेः,From:
चिड़ी का पंजा,five of clubs
ईंट का नहला,nine of diamonds
सिकोड़ें,Shrink
विजेट्स,Widget name
"यह प्रायः होता है जब आप एसलिरियोट के पुराने संस्करण को चलाते हैं जिसने खेल नहीं खेला है जो आप अंतिम में खेले हैं. मूलभूत खेल, Klondike, बदले में आरंभ हो रहा है. ","This usually occurs when you run an older version of Aisleriot which does not have the game you last played. The default game, Klondike, is being started instead."
खाली,Idle
अक्षम,Disabled
एक जैसे पत्ते,Same suit
सक्रिय,Active
"चुने गए प्रकारों और स्रोतों से घटनाएं जैसे-जैसे घटित होती हैं, उन्हें दर्शाता है",Shows events as they occur from selected types and sources
बेकर्स दर्जन,Bakers Dozen
सभी खुली फाइलों को बंद करें,Choose files
0 फाइल्स,Dock items
% s खिसकाएँ% s पर. ,Move% s onto% s.
पश्चिमी,Western
% s नियमित फाइल नहीं है,File is not a valid gtodo file
recent menu label _ BAR _ ,recent menu label _ BAR _ _% d.% s
ईंट का तिक्की के बगल में ईंट का दुक्का को रखें. ,Place the three of diamonds next to the two of diamonds.
मिलाएं,Merge
त्रुटि,ERROR
चिड़ी का दहला,the ten of clubs
गुणधर्म,Property
WIDTHxHEIGHT + XOFF + YOFF,WIDTHxHEIGHT + XOFF + YOFF
स्वतःपूर्ण (C/C + +/Java केवल) ,Autocompletion (C / C + + / Java only)
कार्य प्रबंधक,To - do Manager
पूरे टेक्स्ट को टेक्स्ट फील्ड में में चुनें,Select the text in the matching braces
इस सूची में सभी नई उपलब्ध pluginviews शामिल हैं,This list contains all the new available pluginviews
एक इक्का को आप ढूंढ रहे हैं. ,You are searching for an ace.
प्रोजेक्ट बिल्ड करें (_ B) ,_ Build Project
फाइल नष्ट करें,Delete selection
सिलेक्शन आयत,Make Selection Lowercase
ध्वनि,Sound
"बधाई, आप जीत गए! ","Congratulations, you have won!"
स्वतःपूर्णPurge items after% d days,Auto - purge completed items
ताश को उलटे खिसका कर देखें,Try moving a card to the reserve
नहीं पढ़ा,No read
दरी,Carpet
नहीं पढ़ा,No read
~ a को काला जोकर पर ले जाएँ. ,Move ~ a onto the black joker.
औजार,Tool
नया (_ N) ,_ New
फ़ाइल,Files
डेवलेपर नामः,Developer name:
पूर्ण स्क्रीन छोड़ें (_ L) ,_ Leave Fullscreen
अनुप्रयोग,Application
मदद,_ Help
"यह प्रायः होता है जब आप एसलिरियोट के पुराने संस्करण को चलाते हैं जिसने खेल नहीं खेला है जो आप अंतिम में खेले हैं. मूलभूत खेल, Klondike, बदले में आरंभ हो रहा है. ","This usually occurs when you run an older version of Aisleriot which does not have the game you last played. The default game, Klondike, is being started instead."
#-#-#-#-#gtk +. gtk-2-2. hi. po (gtk22 VERSION) #-#-#-#-#अण्डरलाइन (रेखांकन) #-#-#-#-#libgnomecanvas. HEAD. hi. po (PACKAGE VERSION) #-#-#-#-#अन्डरलाइन,Underline Squiggle
घटक,Component
सभी खुली फाइलों को बंद करें,Save all files
री-लोड,Reload
कमांड,Command
ईंट का दहला,the ten of diamonds
सफेदसिर (व्हाइटहेड) ,Whitehead
सारांशः,Summary:
ग्नोम खेल वेबसाइट,GNOME Games web site
दाएँ का एक खाली खाँचा,an empty right slot
हुकुम का बादशाह हटाएँ. ,Remove the eight of spades.
संस्करण नियंत्रण सिस्टम प्लगिन,Import from version control system
हुकुम का दहला हटाएँ. ,Remove the queen of spades.
~ a को लाल पान का दहला पर घुमाएँ. ,Move ~ a onto the ten of hearts.
स्थिति,State
सिलेक्शन के लिए हाइलाइट किया,Highlight style
पंक्ति,Row
लाल पान का छक्का,six of hearts
आईपाइथन कन्सोल,IPython Console
दृश्य _ (V) ,_ View
शतरंज,Chessboard
नमूना SDL प्रोजेक्ट,A sample SDL project
स्रोतः,Source:% s
नक़ल... ,_ Apply...
ईंट का छक्का के बगल में ईंट का पंजा को रखें. ,Place the six of diamonds next to the five of diamonds.
पोकर,Poker
नियम नामः,Tag name:
सक्षम,Enabled
पड़ोसी,Neighbor
अंतिम बार फोकस किए गए एक्सेसेबल को जांचें,Inspect last focused accessible
लाल जोकर,red joker
पिछली क्रिया रद्द करें,Undo the last action
ईंट का दहला हटाएँ. ,Remove the two of diamonds.
नियंत्रण की शैली का चयन करें,Select the style of control
सामान्य,General
साइरिलिक/रूसी,Cyrillic / Russian
बेकार को भण्डार में ले जाएँ,Move waste to stock
वेब,Web
कार्ड चालों में एनीमेशन उपयोग करें या नहीं. ,Whether or not to animate card moves.
पाठ्य का दश्य,HTML _ viewer:
अंजुता के लिए टर्मिनल प्लगिन,Terminal Plugin for Anjuta.
काल्स,Calls
मौजूद प्लगिन,Available Plugins
खेल सांख्यिकी दिखायें,Show gameplay statistics
#-#-#-#-#gedit. gnome-2-2. hi. po (gedit VERSION) #-#-#-#-#वर्तमान फाइल को संग्रहित करें #-#-#-#-#libgnomeui. HEAD. hi. po (libgnomeui HEAD) #-#-#-#-#वर्तमान फाइल संग्रहित करें,Add to current Project?
Valgrind,Valgrind
ब्रेकपाइंट समायोजित करें,Breakpoints
सहायता,API Help
चाल वापस लें (_ U) ,_ Undo Move
पोकर हाथ तैयार करने हेतु ताश के पत्तों को जमाएँ,Place cards on to the Tableau to form poker hands
चव्वा,four
एक जैसे पत्ते,Same suit
"जब आप सड़क पार करें, तो दोनों तरफ देखें",Look both ways before you cross the street
टिप्पणी (_ m) ,Co _ mment
अछम,Disabled
दो सूट,Two Suits
कोई संकेत उपलब्ध नहीं है,No hint available.
बाहर (_ Q) ,_ Quit
खेल पुनः प्रारंभ करें,Statistics of games played
#-#-#-#-#gedit. gnome-2-2. hi. po (gedit VERSION) #-#-#-#-#चिपकाएं #-#-#-#-#gtk +. gtk-2-2. hi. po (gtk22 VERSION) #-#-#-#-#चिपकाएं #-#-#-#-#gtkhtml. HEAD. hi. po (GtkHTML 2. x) #-#-#-#-#चिपकाओ (P) #-#-#-#-#libgnomeui. HEAD. hi. po (libgnomeui HEAD) #-#-#-#-#चिपकाएं,_ Paste
हाँ,Yes
हुकुम की नहला के बगल में हुकुम के अट्ठा को रखें. ,Place the nine of spades next to the eight of spades.
Kcard symbol,K
प्रकारः,Mode:
ब्लॉड और बर्नेट,Blondes and Brunettes
हुकुम का इक्का,ace of spades
शीर्षक,Title
एक्सेर्साइसर पसंद,accerciser Preferences
चिड़ी की दहला के बगल में चिड़ी के नहला को रखें. ,Place the ten of clubs next to the nine of clubs.
अभी सक्रिय प्लगिन,Currently edited file name
संपादित करें,_ Edit
लाल पान का बादशाह,Remove the king of hearts.
अंजुता प्लगिन,Anjuta Plugin
सूची में दिखाएँ,Show
संदेश प्रबंधक,Message Manager
पथ,Path
परियोजना विकल्प,Project root path
मौजूदा मान,Current value
जापानी,Japanese
बढ़ें,Grow
जेनेरिक (Minimal) ,Generic (Minimal)
% u फाइल्स,Source filename contains
बदलें,Change Value
भाषा,_ Language:
आधार पत्ताः ~ a,Base Card: ~ a
एक छक्का को आप ढूंढ रहे हैं. ,You are searching for a six.
जेम्सटाउन,Jamestown
मत रिपोर्ट करें (_ D) ,_ Don 't report
क्वातोर्जे,Quatorze
पाठ,Text
% s आरक्षितstockslot hint,% s on reserve
प्रोफाईलिंग पुन सेट करें,Enable code completion
ईंट का अट्ठा,the eight of diamonds
तालिकाslot type,tableau
संशोधन करें,_ Edit
जानकारी के पन्ने,Info Pages
एक सत्ता को आप ढूंढ रहे हैं. ,You are searching for a seven.
हुकुम का पंजा,five of spades
हाइलाइट अवधिः,Highlight duration:
प्रोजेक्ट विन्यस्त करें,Configure project
योजना अपवाद उत्पन्न हुआ,A scheme exception occurred
वर्तमान खेल पुनःप्रारंभ करें,Restart the game
डिफोल्टों को शामिल करें,Include defaults
~ a को एक हुकुम का गुलाम पर ले जाएँ,Move ~ a onto the jack of spades.
% Y% m% d% H% M% S,% Y -% m -% d
विंडो चौड़ाई मान. ,Window width value.
रोकें,stopped:
क्लिपबोर्ड से चुने हुए टेक्स्ट को काटें,Cut the selected text from the editor to the clipboard
हेलसिंकी,Helsinki
शीर्षक,Title
सत्यापन,V _ alidate
संस्करणः,Version:
क्या पंक्ति मार्कर pixbufs प्रदर्शित करें,Whether to display line marker pixbufs
फाइल% s नहीं मिली,Could not obtain backup filename
संशोधन,Revision
कार्रवाई संपन्न करें,Perform action
सॉफ्ट,Soft
रानी,queen
अपारिभाषित,undefined
बदलें,Replace
शीर्ष,Head
आकार,Size
सारांशः,Summary:
Anjuta के लिए ग्लेड प्लगिन,Glade Plugin for Anjuta.
ब्रेकपाइंट समायोजित करें,Breakpoint number% s hit
विविध रंग,Alternating colors
चिड़ी का पंजा,five of clubs
कुंजी,Key
#-#-#-#-#file-roller. gnome-2-2. hi. po (File Roller hindi) #-#-#-#-#काम (_ A) #-#-#-#-#gnome-applets. gnome-2-2. hi. po (gnome-applets 2. x) #-#-#-#-##-#-#-#-#gnome-utils. gnome-2-2. hi. po (gnome-utils 2.0) #-#-#-#-#कार्य,Function finished
प्रोजेक्ट खोलें,CVS: Import
ईंट का गुलाम,the jack of diamonds
पत्तों को फिर फेंटें,Reshuffle cards
मदद,Help
एकवर्ण,Monochrome
चिड़ी का सत्ता,seven of clubs
ऊपरी पटल के लिए डिफोल्ट प्लग-इन खाका. ,The default plugin layout for the top panel.
हुकुम का दहला हटाएँ. ,Remove the seven of spades.
सारणी (_ T) ,_ Table
तस्वीर में खाली जगह,empty space on tableau
हुकुम की तिक्की के बगल में हुकुम के दुक्का को रखें. ,Place the three of spades next to the two of spades.
प्रोजेक्ट विन्यस्त करें,Confirm remove
नोर्डिक,Nordic
बदलाव त्यागें (_ D) ,_ Discard changes
प्रवेश सहायक,Lo _ gin Helper
चिड़ी का इक्का,ace of clubs
कुत्ते के कान में कभी सीटी नहीं बजाएँ,Never blow in a dog 's ear
कार्य,Tasks
ईंट का गुलाम के बगल में ईंट का दहला को रखें. ,Place the jack of diamonds next to the ten of diamonds.
निरपेक्ष स्थिति,Absolute position
कोई दृश्य नहीं है,No view
गोल्फ,Golf
छैतिज पैमाना,File wizard operations
फिर बांटने के लिये किसी कार्ड को दो बार क्लिक करें,Double click any card to redeal.
हाल में खेले गए खेल के नाम. ,A list of recently played games.
शॉर्टकटः,Shortcut:% s
शीर्षक,Title
जी टी के रचना,Project Manager Plugin for Anjuta.
भराई के रंग को हाइलाइट करें,Highlight fill color
क्या पंक्ति मार्कर pixbufs प्रदर्शित करें,Whether to display line marker pixbufs
स्तंभ,Columns
क्रिया,Actions
चाल ट्रैक करें,No moves.
सेल्टिक,Celtic
अंतराष्ट्रीयकरण जोड़ेंः,Add internationalization:
सब से बुराः,Worst:
डैरक्टरी चुनो,Project directory
प्रक्रिया में जोड़ें,Detaching the process…
API मद,API Help
के बारे में (_ A) ,About
संबंध,Relations
एमडीआई-जेड-क्रम,MDI - Z - order
चालीस चोर,Forty Thieves
~ a को एक हुकुम का बादशाह पर ले जाएँ,Move ~ a onto the king of spades.
No read permission for:% s,No read permission for:% s
"क्या आप निश्चित ही ""% s"" को ट्रेश से स्थायी तौर पर डिलीट करना चाहते हैं",Are you sure you want to remove the selected todo item?
एक्सेरसाइसर आपके डेस्कटोप में मौजूद अनुप्रयोग नहीं देख पाया। इस समस्या के समाधान के लिए आपको डेस्कटोप पहुंचनीयता को सक्रिय करना होगा। क्या आप इसे सक्रिय करना चाहते हैं? ,Accerciser could not see the applications on your desktop. You must enable desktop accessibility to fix this problem. Do you want to enable it now?
चयन सीमा,Selection foreground:
नियंत्रण (_ C) ,_ Control
लकीर,No license
घटना मानिटर,Event monitor
2number,2
विकल्पों को सन्ग्रहित करे,Watch operations
आठ बन्द,Eight Off
पंक्ति ~ a के सबसे बायें के स्लॉट में दो को रखें. ,Place a two in the leftmost slot of row ~ a.
प्रयोक्ता,User
बर्बादी% s पर,% s on waste
मान,Val _ ue
ईंट का इक्का,Move ~ a onto the ace of diamonds.
नियमित (रेगुलर) एक्सप्रेशन. the search expression,Regular expression
एक्सेर्साइसर पसंद,accerciser Preferences
सभी खुली फाइलों को बंद करें,Collapse all code folds on file open
संगतता ही कुंजी है,Consistency is key
~ a को चिड़ी का बादशाह पर ले जाएँ,Move ~ a onto the king of clubs.
जी टी के रचना,Project Manager
ताश बांटना बाकीः,Redeals left:
% s का कोई नाम या विवरण नहीं,% s has no name or description
सीमांत रंगः,Border color:
ग्लेड फाइल,File Filter
एक खाली पठारी ढेर,an empty tableau pile
एक खाली खाँचा,an empty reserve
विंडो ऊंचाई,Window height
make (\\ [\\d + \\])?: \\s + Entering\\s + directory\\s + '(. +)' ,make (\\ [\\d +\\])?: \\s + Entering\\s + directory\\s + '(. +)'
ईंट का छक्का,six of diamonds
कालटिप्स,Tags
मेक्रो जोड़ें (_ A)... ,_ Add Macro...
संस्थापित करें (_ I) ,Install
वर्तमान फ़ाइल एक भिन्न नाम से सहेजें,Save the current file
आईपाइथन कन्सोल,IPython Console
पंक्ति,Row
#-#-#-#-#file-roller. gnome-2-2. hi. po (File Roller hindi) #-#-#-#-#जोडे #-#-#-#-#gnome-utils. gnome-2-2. hi. po (gnome-utils 2.0) #-#-#-#-#जोड़ना,Add
एस्केलेटर,Escalator
चिपकाएं,_ Patch...
चिड़ी का बादशाह,Move ~ a onto the king of clubs.
कचरे में भेजें,Send to process
कठिन,Hard
स्पेसर का आकार,Tab size in spaces:
जीता,Wins
डिबग,_ Debug
भिन्न प्रकार खेल खेलें,Play a different game
सुरक्षित खाँचा पर बेकार को ले जाएँ,Move waste on to a reserve slot
घटनाओं हेतु ध्वनि बजाएँ या नहीं. ,Whether or not to play event sounds
चुने गए एक्सेसेबलों को पुस्तक-चिह्नित करें,Bookmark selected accessible.
आधार पत्ताः,Base Card:
प्रगतिशील राउंड,Progressive Rounds
सबवर्सन,Subversion Options
ईंट का बादशाह हटाएँ. ,Remove the jack of diamonds.
पुनःआरंभ करें (_ R) ,_ Restart
चिड़ी का इक्का,ace of clubs
~ a को एक हुकुम का इक्का पर ले जाएँ,Move ~ a onto the ace of spades.
/ बुकमार्क संशोधन,_ Next Bookmark
क़िस्म,GType
~ a को हुकुम का दहला पर घुमाएँ. ,Move ~ a onto the ten of spades.
एक्सेरसाइसर आपके डेस्कटोप में मौजूद अनुप्रयोग नहीं देख पाया। इस समस्या के समाधान के लिए आपको डेस्कटोप पहुंचनीयता को सक्रिय करना होगा। क्या आप इसे सक्रिय करना चाहते हैं? ,Accerciser could not see the applications on your desktop. You must enable desktop accessibility to fix this problem. Do you want to enable it now?
संवेदनशील,Sensitive
लेखक,Author Email:
मेक्रोज़,Macros
दिखाएं,Show
चिड़ी का पंजा,the five of clubs
भूल भुलैया,Maze
हुकुम का चव्वा,the four of spades
ईंट का छक्का,six of diamonds
वर्तमान खेल पुनःप्रारंभ करें,Restart the game
~ a को ईंट का इक्का पर घुमाएँ. ,Move ~ a onto the ace of diamonds.
न्यास,the foundation
~ a को एक चिड़ी का पंजा पर ले जाएँ,Move ~ a onto the five of clubs.
बाल गणना,Child count
फाईल बनाओ,Makefile. am
परियोजना नामः,Project name:
हुकुम का पंजा,five of spades
कोई दृश्य नहीं है,No view
#-#-#-#-#gnome-desktop. HEAD. hi. po (gnome-desktop VERSION) #-#-#-#-#टिप्पणी: #-#-#-#-#libgnomeprintui. gnome-2-2. hi. po (libgnomeprintui) #-#-#-#-#टिप्पणीः,Class Elements
यह फाइल मौजूद नहीं है। क्या आप इस फाइल का निर्माण करना चाहते हैं? ,There are% d items with unsaved changes. Save changes before closing?
स्मार्ट हाशिया,Smart Indentation
अन्य,Other
थाई,Thai
पाइलेअन,Pileon
लाल पान की बेगम,the queen of hearts
चार मूलाधार,Four Foundations
सीमांत रंगः,Border color:
ताश बांटना बाकीः ~ a,Redeals left: ~ a
एलडीटीपी,LDTP
लगता है मुझे तुरंत अपनी पीठ खुजानी पड़ेगी... ,I could sure use a backrub right about now...
एक पत्ते बांट,Single card deals
#-#-#-#-#gedit. gnome-2-2. hi. po (gedit VERSION) #-#-#-#-#पुनः करें #-#-#-#-#gtk +. gtk-2-2. hi. po (gtk22 VERSION) #-#-#-#-#पुनः करें #-#-#-#-#gtkhtml. HEAD. hi. po (GtkHTML 2. x) #-#-#-#-#फिर से करो (R) #-#-#-#-#libgnomeui. HEAD. hi. po (libgnomeui HEAD) #-#-#-#-#पुन करें,_ Redo
स्तर,Level
फिर बांटें,Redeal.
कोई चाल बाकी नहीं,There are no more moves
हुकुम का छक्का,the six of spades
ज़ूम आउट,Zoom Out
संस्थापित प्लगिन,Installed plugins
"स्ट्रिंग की सूची जो पांच गुने रूप में आता हैः name, wins, total games played, best time (सेकेंड में) और worst time (सेकेंड में ही). नहीं खेला गया खेल दिखाया नहीं जा सकता. ","A list of strings that come in the form of a quintuple: name, wins, total games played, best time (in seconds) and worst time (also in seconds). Unplayed games do not need to be represented."
प्रिंट,_ Print...
अक्षम,Disabled
संस्करण नियंत्रण सिस्टम प्लगिन,A version control system plugin
न्यास,Four Foundations
क्रिया,Actions
यूआरआई,URI
